id,label
1,1
2,1
3,0
4,1
5,0
6,1
7,0
8,1
9,0
10,1
11,0
12,0
13,1
14,1
15,1
16,1
17,0
18,0
19,1
20,1
21,1
22,1
23,0
24,0
25,0
26,1
27,0
28,0
29,0
30,0
31,1
32,0
33,1
34,1
35,0
36,1
37,1
38,0
39,1
40,0
41,0
42,1
43,1
44,1
45,0
46,1
47,0
48,1
49,0
50,1
51,1
52,0
53,0
54,1
55,1
56,1
57,0
58,0
59,0
60,1
61,0
62,0
63,1
64,0
65,0
66,1
67,1
68,1
69,1
70,1
71,1
72,0
73,1
74,1
75,0
76,1
77,1
78,0
79,1
80,1
81,1
82,1
83,0
84,1
85,0
86,0
87,1
88,0
89,1
90,1
91,1
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,1
100,1
101,0
102,1
103,0
104,1
105,0
106,0
107,1
108,0
109,0
110,0
111,1
112,1
113,1
114,1
115,1
116,1
117,0
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,0
126,1
127,1
128,1
129,1
130,0
131,0
132,1
133,1
134,0
135,1
136,1
137,1
138,1
139,0
140,0
141,1
142,1
143,1
144,1
145,0
146,1
147,1
148,1
149,1
150,1
151,0
152,1
153,0
154,0
155,1
156,1
157,1
158,1
159,0
160,0
161,1
162,1
163,1
164,1
165,0
166,1
167,1
168,1
169,0
170,0
171,0
172,1
173,0
174,0
175,1
176,1
177,0
178,0
179,0
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,0
188,1
189,1
190,1
191,1
192,0
193,1
194,1
195,0
196,1
197,0
198,1
199,1
200,0
201,1
202,0
203,1
204,1
205,1
206,0
207,1
208,0
209,0
210,1
211,0
212,0
213,0
214,0
215,1
216,1
217,1
218,1
219,1
220,0
221,1
222,0
223,0
224,1
225,1
226,1
227,0
228,1
229,1
230,0
231,1
232,1
233,1
234,1
235,0
236,0
237,0
238,1
239,1
240,0
241,1
242,0
243,1
244,0
245,1
246,1
247,0
248,1
249,1
250,1
251,0
252,1
253,0
254,0
255,1
256,1
257,0
258,1
259,1
260,0
261,1
262,0
263,0
264,1
265,1
266,1
267,1
268,1
269,1
270,0
271,0
272,0
273,0
274,1
275,1
276,0
277,0
278,0
279,0
280,1
281,1
282,0
283,0
284,0
285,1
286,1
287,1
288,1
289,1
290,1
291,0
292,1
293,1
294,0
295,0
296,0
297,0
298,0
299,0
300,1
301,0
302,1
303,0
304,1
305,1
306,1
307,0
308,1
309,0
310,1
311,1
312,0
313,1
314,1
315,1
316,0
317,1
318,1
319,0
320,1
321,1
322,1
323,0
324,0
325,1
326,1
327,0
328,0
329,1
330,0
331,0
332,0
333,1
334,1
335,1
336,1
337,0
338,1
339,1
340,0
341,1
342,0
343,1
344,0
345,0
346,1
347,0
348,1
349,1
350,0
351,0
352,0
353,0
354,0
355,1
356,1
357,1
358,0
359,0
360,0
361,1
362,0
363,0
364,1
365,0
366,1
367,0
368,1
369,1
370,1
371,1
372,0
373,1
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,0
384,1
385,1
386,1
387,1
388,1
389,0
390,0
391,0
392,0
393,1
394,0
395,0
396,0
397,0
398,0
399,1
400,1
401,0
402,1
403,0
404,1
405,1
406,0
407,1
408,0
409,0
410,1
411,0
412,0
413,1
414,1
415,0
416,1
417,0
418,0
419,1
420,1
421,0
422,0
423,0
424,1
425,1
426,1
427,0
428,1
429,0
430,0
431,0
432,1
433,0
434,0
435,1
436,1
437,0
438,0
439,0
440,1
441,0
442,0
443,0
444,1
445,1
446,0
447,1
448,1
449,0
450,0
451,0
452,1
453,0
454,0
455,1
456,1
457,0
458,0
459,1
460,0
461,1
462,1
463,0
464,1
465,1
466,0
467,0
468,0
469,0
470,1
471,1
472,1
473,1
474,0
475,0
476,0
477,1
478,1
479,0
480,0
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,0
490,0
491,0
492,1
493,0
494,0
495,1
496,1
497,1
498,0
499,1
500,1
501,0
502,1
503,1
504,1
505,1
506,1
507,1
508,0
509,0
510,0
511,0
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,0
524,0
525,1
526,1
527,1
528,1
529,1
530,0
531,1
532,0
533,0
534,1
535,1
536,0
537,0
538,1
539,1
540,1
541,1
542,0
543,1
544,1
545,1
546,1
547,0
548,1
549,0
550,1
551,0
552,0
553,1
554,1
555,0
556,0
557,0
558,0
559,1
560,0
561,1
562,1
563,0
564,0
565,1
566,0
567,0
568,1
569,1
570,0
571,1
572,0
573,1
574,0
575,1
576,1
577,1
578,1
579,0
580,1
581,1
582,0
583,1
584,1
585,1
586,0
587,0
588,1
589,1
590,0
591,0
592,1
593,1
594,0
595,1
596,1
597,1
598,1
599,1
600,0
601,0
602,0
