id,label
1,1
2,1
3,1
4,1
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,1
13,0
14,0
15,0
16,0
17,1
18,1
19,1
20,0
21,1
22,0
23,1
24,1
25,1
26,0
27,1
28,0
29,1
30,0
31,1
32,0
33,1
34,0
35,0
36,0
37,0
38,0
39,1
40,0
41,0
42,1
43,1
44,1
45,0
46,1
47,1
48,1
49,1
50,0
51,0
52,0
53,0
54,0
55,1
56,0
57,1
58,0
59,1
60,1
61,0
62,0
63,0
64,1
65,1
66,1
67,1
68,0
69,1
70,1
71,0
72,1
73,1
74,1
75,0
76,1
77,1
78,1
79,1
80,0
81,0
82,0
83,1
84,0
85,1
86,1
87,1
88,1
89,0
90,1
91,0
92,0
93,0
94,1
95,1
96,0
97,1
98,1
99,0
100,1
101,1
102,1
103,1
104,0
105,0
106,1
107,0
108,1
109,0
110,1
111,0
112,1
113,0
114,0
115,0
116,0
117,0
118,1
119,0
120,0
121,1
122,0
123,0
124,0
125,0
126,0
127,1
128,0
129,0
130,0
131,1
132,1
133,0
134,1
135,0
136,0
137,1
138,0
139,0
140,0
141,0
142,0
143,1
144,0
145,0
146,1
147,0
148,0
149,0
150,0
151,1
152,1
153,0
154,0
155,1
156,0
157,0
158,1
159,1
160,0
161,0
162,1
163,0
164,1
165,0
166,0
167,0
168,0
169,0
170,1
171,1
172,1
173,0
174,0
175,1
176,1
177,1
178,1
179,1
180,0
181,0
182,1
183,1
184,1
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,1
196,0
197,0
198,0
199,1
200,0
201,1
202,0
203,1
204,1
205,0
206,1
207,1
208,1
209,0
210,1
211,1
212,1
213,0
214,1
215,1
216,0
217,1
218,0
219,1
220,1
221,0
222,1
223,1
224,0
225,1
226,1
227,1
228,0
229,0
230,0
231,1
232,0
233,0
234,0
235,1
236,1
237,0
238,1
239,0
240,1
241,1
242,1
243,0
244,0
245,1
246,1
247,1
248,0
249,0
250,1
251,1
252,0
253,1
254,0
255,0
256,0
257,1
258,1
259,0
260,0
261,0
262,1
263,0
264,0
265,1
266,0
267,0
268,0
269,0
270,1
271,1
272,0
273,1
274,1
275,0
276,1
277,0
278,1
279,0
280,1
281,1
282,1
283,0
284,1
285,0
286,1
287,0
288,1
289,1
290,0
291,0
292,0
293,0
294,1
295,0
296,1
297,1
298,1
299,1
300,0
301,1
302,0
303,0
304,0
305,0
306,1
307,1
308,0
309,0
310,1
311,0
312,1
313,0
314,1
315,1
316,1
317,0
318,0
319,0
320,0
321,1
322,1
323,0
324,0
325,0
326,1
327,1
328,1
329,0
330,1
331,0
332,1
333,1
334,0
335,1
336,0
337,1
338,0
339,1
340,0
341,0
342,0
343,1
344,0
345,0
346,1
347,0
348,1
349,1
350,1
351,0
352,1
353,0
354,0
355,1
356,1
357,0
358,1
359,1
360,0
361,1
362,1
363,1
364,0
365,0
366,1
367,1
368,0
369,1
370,1
371,0
372,0
373,0
374,0
375,1
376,1
377,1
378,0
379,1
380,1
381,1
382,0
383,1
384,1
385,1
386,0
387,1
388,0
389,1
390,1
391,0
392,1
393,1
394,1
395,1
396,1
397,0
398,0
399,1
400,1
401,0
402,0
403,1
404,0
405,0
406,1
407,0
408,1
409,0
410,0
411,1
412,1
413,1
414,0
415,1
416,0
417,1
418,0
419,1
420,1
421,1
422,0
423,1
424,1
425,1
426,1
427,0
428,1
429,0
430,1
431,1
432,0
433,1
434,1
435,1
436,0
437,1
438,1
439,1
440,1
441,0
442,0
443,1
444,0
445,1
446,1
447,0
448,0
449,0
450,1
451,0
452,0
453,1
454,0
455,0
456,1
457,0
458,1
459,0
460,1
461,1
462,0
463,1
464,1
465,0
466,1
467,1
468,0
469,1
470,1
471,0
472,1
473,1
474,1
475,1
476,1
477,1
478,0
479,1
480,1
481,0
482,1
483,1
484,1
485,1
486,1
487,0
488,0
489,1
490,1
491,1
492,0
493,0
494,0
495,1
496,1
497,0
498,0
499,1
500,0
501,1
502,0
503,1
504,0
505,0
506,0
507,1
508,1
509,1
510,1
511,0
512,0
513,1
514,0
515,1
516,1
517,1
518,1
519,0
520,0
521,1
522,0
523,1
524,1
525,0
526,0
527,1
528,1
529,1
530,0
531,1
532,1
533,0
534,1
535,0
536,0
537,0
538,0
539,0
540,1
541,1
542,1
543,0
544,1
545,1
546,0
547,1
548,1
549,1
550,0
551,0
552,1
553,1
554,1
555,1
556,0
557,1
558,1
559,1
560,1
561,0
562,0
563,1
564,0
565,0
566,1
567,1
568,1
569,0
570,0
571,0
572,0
573,1
574,1
575,0
576,0
577,1
578,1
579,0
580,1
581,1
582,1
583,0
584,0
585,1
586,0
587,0
588,1
589,1
590,1
591,1
592,0
593,1
594,1
595,1
596,0
597,0
598,0
599,0
600,1
601,1
602,1
