id,label
1,0
2,0
3,1
4,0
5,1
6,0
7,0
8,0
9,1
10,0
11,1
12,1
13,0
14,0
15,0
16,0
17,1
18,1
19,1
20,0
21,0
22,0
23,1
24,1
25,1
26,0
27,1
28,1
29,0
30,1
31,0
32,1
33,0
34,0
35,1
36,1
37,0
38,1
39,1
40,1
41,1
42,0
43,0
44,0
45,1
46,0
47,1
48,1
49,1
50,0
51,0
52,1
53,1
54,0
55,0
56,0
57,1
58,1
59,0
60,1
61,1
62,1
63,0
64,1
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,1
74,1
75,0
76,1
77,1
78,0
79,1
80,0
81,1
82,0
83,1
84,0
85,1
86,1
87,0
88,1
89,0
90,0
91,0
92,0
93,1
94,1
95,1
96,1
97,1
98,1
99,0
100,0
101,1
102,0
103,1
104,0
105,1
106,1
107,0
108,1
109,1
110,0
111,1
112,0
113,0
114,0
115,1
116,0
117,1
118,0
119,1
120,1
121,1
122,1
123,0
124,0
125,1
126,0
127,0
128,0
129,0
130,0
131,1
132,0
133,0
134,1
135,0
136,0
137,1
138,0
139,1
140,1
141,0
142,0
143,0
144,1
145,1
146,0
147,0
148,0
149,0
150,0
151,1
152,0
153,0
154,1
155,1
156,1
157,0
158,0
159,1
160,1
161,1
162,0
163,0
164,1
165,0
166,0
167,0
168,0
169,1
170,1
171,1
172,1
173,1
174,1
175,0
176,0
177,1
178,1
179,1
180,0
181,1
182,0
183,0
184,0
185,0
186,0
187,1
188,0
189,0
190,0
191,0
192,1
193,0
194,0
195,1
196,0
197,1
198,0
199,0
200,0
201,0
202,1
203,0
204,0
205,0
206,1
207,1
208,0
209,0
210,1
211,0
212,1
213,1
214,1
215,0
216,0
217,1
218,0
219,1
220,1
221,0
222,1
223,0
224,0
225,0
226,0
227,1
228,0
229,0
230,1
231,0
232,0
233,0
234,0
235,1
236,1
237,0
238,0
239,0
240,1
241,0
242,1
243,0
244,1
245,0
246,0
247,1
248,0
249,0
250,1
251,1
252,0
253,1
254,0
255,0
256,0
257,1
258,0
259,1
260,1
261,1
262,1
263,0
264,0
265,0
266,0
267,0
268,1
269,0
270,0
271,0
272,1
273,1
274,0
275,0
276,1
277,1
278,1
279,1
280,1
